FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
172719,"Cookies, chocolate sandwich, with creme filling, regular, chocolate-coated",Baked Products,481.0 kcal,3.6 g,66.4 g,26.4 g,0.0 mg,5.2 g,2.0 g,0.0 g,0.0 mg
172720,"Cookies, chocolate sandwich, with extra creme filling",Baked Products,497.0 kcal,4.33 g,68.2 g,24.52 g,0.0 mg,2.7 g,1.65 g,0.0 g,0.0 mg
172721,"Cookies, fig bars",Baked Products,348.0 kcal,3.7 g,70.9 g,7.3 g,0.0 mg,4.6 g,16.5 g,0.0 g,0.3 mg
172722,"Cookies, fortune",Baked Products,378.0 kcal,4.2 g,84.0 g,2.7 g,2.0 mg,1.6 g,8.0 g,0.0 g,0.0 mg
172723,"Cookies, marshmallow, chocolate-coated (includes marshmallow pies)",Baked Products,421.0 kcal,4.0 g,67.7 g,16.9 g,0.0 mg,2.0 g,10.1 g,0.0 g,0.1 mg
172724,"Cookies, molasses",Baked Products,430.0 kcal,5.6 g,73.8 g,12.8 g,0.0 mg,1.0 g,5.8 g,0.0 g,0.0 mg
172725,"Cookies, oatmeal, commercially prepared, regular",Baked Products,450.0 kcal,6.2 g,68.7 g,18.1 g,0.0 mg,2.8 g,5.7 g,0.0 g,0.5 mg
172726,"Cookies, oatmeal, commercially prepared, soft-type",Baked Products,409.0 kcal,6.1 g,65.7 g,14.7 g,5.0 mg,2.7 g,11.0 g,,0.2 mg
172727,"Cookies, peanut butter, commercially prepared, regular",Baked Products,473.0 kcal,8.92 g,58.15 g,23.82 g,27.0 mg,2.1 g,7.28 g,0.0 g,0.0 mg
172728,"Cookies, peanut butter, commercially prepared, soft-type",Baked Products,457.0 kcal,5.3 g,57.7 g,24.4 g,0.0 mg,1.7 g,11.5 g,,0.0 mg
172729,"Cookies, peanut butter, refrigerated dough",Baked Products,458.0 kcal,8.2 g,52.1 g,25.0 g,27.0 mg,1.1 g,12.6 g,0.0 g,0.0 mg
172730,"Cookies, peanut butter, refrigerated dough, baked",Baked Products,503.0 kcal,9.1 g,57.3 g,27.5 g,30.0 mg,1.2 g,4.0 g,,0.0 mg
172731,"Cookies, brownies, dry mix, sugar free",Baked Products,426.0 kcal,2.9 g,80.4 g,12.5 g,0.0 mg,4.2 g,3.5 g,0.0 g,0.0 mg
172732,"Cookies, chocolate chip, commercially prepared, special dietary",Baked Products,450.0 kcal,3.9 g,73.4 g,16.8 g,0.0 mg,1.6 g,5.1 g,0.0 g,0.0 mg
172733,"Cookies, chocolate sandwich, with creme filling, special dietary",Baked Products,461.0 kcal,4.5 g,68.0 g,22.1 g,0.0 mg,4.1 g,4.2 g,0.0 g,0.0 mg
172734,"Cookies, oatmeal, commercially prepared, special dietary",Baked Products,449.0 kcal,4.8 g,69.9 g,18.0 g,0.0 mg,2.9 g,6.5 g,0.0 g,0.3 mg
172735,"Cookies, sugar, refrigerated dough, baked",Baked Products,489.0 kcal,4.7 g,65.6 g,23.1 g,32.0 mg,0.9 g,5.0 g,0.0 g,0.0 mg
172736,"Cookies, sugar wafers with creme filling, regular",Baked Products,502.0 kcal,3.84 g,70.64 g,23.24 g,0.0 mg,1.6 g,1.66 g,0.0 g,0.0 mg
172737,"Cookies, vanilla sandwich with creme filling",Baked Products,483.0 kcal,4.5 g,72.1 g,20.0 g,0.0 mg,1.5 g,2.2 g,0.0 g,0.0 mg
172738,"Puff pastry, frozen, ready-to-bake, baked",Baked Products,558.0 kcal,7.4 g,45.7 g,38.5 g,0.0 mg,1.5 g,7.4 g,0.0 g,0.0 mg
172739,"Crackers, crispbread, rye",Baked Products,366.0 kcal,7.9 g,82.2 g,1.3 g,0.0 mg,16.5 g,6.1 g,0.0 g,0.0 mg
172740,"Crackers, matzo, plain",Baked Products,395.0 kcal,10.0 g,83.7 g,1.4 g,0.0 mg,3.0 g,4.3 g,0.0 g,0.0 mg
172741,"Crackers, matzo, egg",Baked Products,391.0 kcal,12.3 g,78.6 g,2.1 g,83.0 mg,2.8 g,6.4 g,,0.1 mg
172742,"Crackers, matzo, whole-wheat",Baked Products,351.0 kcal,13.1 g,78.9 g,1.5 g,0.0 mg,11.8 g,4.8 g,0.0 g,0.0 mg
172743,"Crackers, rye, sandwich-type with cheese filling",Baked Products,481.0 kcal,9.2 g,60.8 g,22.3 g,9.0 mg,3.6 g,3.8 g,,0.4 mg
172744,"Crackers, rye, wafers, plain",Baked Products,334.0 kcal,9.6 g,80.4 g,0.9 g,0.0 mg,22.9 g,5.0 g,0.0 g,0.1 mg
172745,"Crackers, rye, wafers, seasoned",Baked Products,381.0 kcal,9.0 g,73.8 g,9.2 g,0.0 mg,20.9 g,4.0 g,,0.1 mg
172746,"Crackers, saltines (includes oyster, soda, soup)",Baked Products,418.0 kcal,9.46 g,74.05 g,8.64 g,0.0 mg,2.8 g,5.05 g,0.0 g,0.0 mg
172747,"Crackers, wheat, sandwich, with cheese filling",Baked Products,497.0 kcal,9.8 g,58.2 g,25.0 g,7.0 mg,3.1 g,3.2 g,,1.5 mg
172748,"Crackers, wheat, sandwich, with peanut butter filling",Baked Products,495.0 kcal,13.5 g,53.8 g,26.7 g,0.0 mg,4.4 g,3.4 g,,0.0 mg
172749,"Crackers, whole-wheat",Baked Products,427.0 kcal,10.58 g,69.55 g,14.13 g,0.0 mg,10.3 g,2.94 g,0.0 g,0.0 mg
172750,"Cracker, meal",Baked Products,383.0 kcal,9.3 g,80.9 g,1.7 g,0.0 mg,2.6 g,7.6 g,0.0 g,0.0 mg
172751,"Croutons, plain",Baked Products,407.0 kcal,11.9 g,73.5 g,6.6 g,0.0 mg,5.1 g,5.5 g,,0.0 mg
172752,"Croutons, seasoned",Baked Products,465.0 kcal,10.8 g,63.5 g,18.3 g,7.0 mg,5.0 g,3.6 g,0.0 g,0.0 mg
172753,"Danish pastry, cinnamon, enriched",Baked Products,403.0 kcal,7.0 g,44.6 g,22.4 g,21.0 mg,1.3 g,24.3 g,0.0 g,0.1 mg
172754,"Danish pastry, cheese",Baked Products,374.0 kcal,8.0 g,37.2 g,21.9 g,23.0 mg,1.0 g,31.4 g,0.0 g,0.1 mg
172755,"Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",Baked Products,371.0 kcal,5.4 g,47.8 g,18.5 g,114.0 mg,1.9 g,27.1 g,0.0 g,3.9 mg
172756,"Doughnuts, french crullers, glazed",Baked Products,412.0 kcal,3.1 g,59.5 g,18.3 g,11.0 mg,1.2 g,17.9 g,0.0 g,0.0 mg
172757,"Doughnuts, yeast-leavened, with creme filling",Baked Products,361.0 kcal,6.4 g,30.0 g,24.5 g,24.0 mg,0.8 g,38.2 g,0.0 g,0.0 mg
172758,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",Baked Products,421.0 kcal,6.14 g,47.93 g,22.7 g,30.0 mg,2.1 g,22.0 g,0.0 g,1.2 mg
172759,"Doughnuts, yeast-leavened, with jelly filling",Baked Products,340.0 kcal,5.9 g,39.0 g,18.7 g,26.0 mg,0.9 g,35.6 g,0.0 g,0.0 mg
172760,"Muffins, English, raisin-cinnamon, toasted (includes apple-cinnamon)",Baked Products,276.0 kcal,8.87 g,55.04 g,2.21 g,0.0 mg,3.0 g,32.07 g,0.0 g,1.4 mg
172761,"Muffins, English, wheat",Baked Products,223.0 kcal,8.7 g,44.8 g,2.0 g,0.0 mg,4.6 g,42.3 g,0.0 g,0.0 mg
172762,"Muffins, English, whole-wheat",Baked Products,203.0 kcal,8.8 g,40.4 g,2.1 g,0.0 mg,6.7 g,45.7 g,0.0 g,0.0 mg
172763,"French toast, frozen, ready-to-heat",Baked Products,213.0 kcal,7.4 g,32.1 g,6.1 g,82.0 mg,1.1 g,52.6 g,0.0 g,0.3 mg
172764,"Muffins, plain, prepared from recipe, made with low fat (2%) milk",Baked Products,296.0 kcal,6.9 g,41.4 g,11.4 g,39.0 mg,2.7 g,37.7 g,,0.3 mg
172765,"Muffins, blueberry, commercially prepared (Includes mini-muffins)",Baked Products,375.0 kcal,4.49 g,53.0 g,16.07 g,30.0 mg,1.1 g,24.96 g,0.0 g,0.9 mg
172766,"Muffins, blueberry, dry mix",Baked Products,293.0 kcal,3.48 g,61.0 g,3.25 g,0.0 mg,1.4 g,30.18 g,,2.3 mg
172767,"Muffins, blueberry, toaster-type",Baked Products,313.0 kcal,4.6 g,53.3 g,9.5 g,6.0 mg,1.8 g,30.8 g,0.0 g,0.0 mg
172768,"Muffins, blueberry, prepared from recipe, made with low fat (2%) milk",Baked Products,285.0 kcal,6.5 g,40.7 g,10.8 g,37.0 mg,,39.5 g,,1.5 mg
172769,"Muffins, oat bran",Baked Products,270.0 kcal,7.0 g,48.3 g,7.4 g,0.0 mg,4.6 g,35.0 g,0.0 g,0.0 mg
172770,"Muffins, wheat bran, dry mix",Baked Products,396.0 kcal,7.1 g,73.0 g,12.0 g,0.0 mg,,4.8 g,,0.0 mg
172771,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",Baked Products,233.0 kcal,5.23 g,37.75 g,6.83 g,18.0 mg,1.0 g,48.37 g,0.0 g,0.3 mg
172772,"Pancakes, plain, dry mix, complete (includes buttermilk)",Baked Products,368.0 kcal,9.77 g,73.65 g,3.1 g,2.0 mg,2.9 g,9.05 g,,
172773,"Pancakes, blueberry, prepared from recipe",Baked Products,222.0 kcal,6.1 g,29.0 g,9.2 g,56.0 mg,,53.2 g,,2.2 mg
172774,"Pancakes, buckwheat, dry mix, incomplete",Baked Products,340.0 kcal,10.9 g,71.3 g,2.7 g,0.0 mg,8.5 g,9.1 g,0.0 g,0.0 mg
172775,"Pancakes, special dietary, dry mix",Baked Products,349.0 kcal,8.9 g,73.9 g,1.4 g,0.0 mg,,10.8 g,,0.0 mg
172776,"Pancakes, whole-wheat, dry mix, incomplete",Baked Products,344.0 kcal,12.8 g,71.0 g,1.5 g,0.0 mg,,8.8 g,,0.0 mg
172777,"Pie, banana cream, prepared from recipe",Baked Products,269.0 kcal,4.4 g,32.9 g,13.6 g,51.0 mg,0.7 g,47.9 g,0.0 g,1.6 mg
172778,"Pie, blueberry, commercially prepared",Baked Products,232.0 kcal,1.8 g,34.9 g,10.0 g,0.0 mg,1.0 g,52.5 g,0.0 g,2.7 mg
172779,"Pie, blueberry, prepared from recipe",Baked Products,245.0 kcal,2.7 g,33.5 g,11.9 g,0.0 mg,,51.2 g,,0.7 mg
172780,"Pie, cherry, commercially prepared",Baked Products,260.0 kcal,2.0 g,39.8 g,11.0 g,0.0 mg,0.8 g,46.2 g,0.0 g,0.9 mg
172781,"Pie, cherry, prepared from recipe",Baked Products,270.0 kcal,2.8 g,38.5 g,12.2 g,0.0 mg,,45.8 g,,1.0 mg
172782,"Pie, coconut custard, commercially prepared",Baked Products,260.0 kcal,5.9 g,30.2 g,13.2 g,35.0 mg,1.8 g,49.2 g,,0.6 mg
172783,"Pie, egg custard, commercially prepared",Baked Products,210.0 kcal,5.5 g,20.8 g,11.6 g,33.0 mg,1.6 g,60.9 g,0.0 g,0.6 mg
172784,"Pie, fried pies, fruit",Baked Products,316.0 kcal,3.0 g,42.6 g,16.1 g,0.0 mg,2.6 g,37.6 g,0.0 g,1.3 mg
172785,"Pie, lemon meringue, commercially prepared",Baked Products,268.0 kcal,1.5 g,47.2 g,8.7 g,45.0 mg,1.2 g,41.7 g,0.0 g,3.2 mg
172786,"Pie, pecan, prepared from recipe",Baked Products,412.0 kcal,4.9 g,52.2 g,22.2 g,87.0 mg,,19.5 g,,0.2 mg
172787,"Pie, pumpkin, commercially prepared",Baked Products,243.0 kcal,3.9 g,34.83 g,9.75 g,26.0 mg,1.8 g,50.39 g,0.0 g,0.0 mg
172788,"Pie, pumpkin, prepared from recipe",Baked Products,204.0 kcal,4.5 g,26.4 g,9.3 g,42.0 mg,,58.5 g,,1.7 mg
172789,"Pie, vanilla cream, prepared from recipe",Baked Products,278.0 kcal,4.8 g,32.6 g,14.4 g,62.0 mg,0.6 g,47.0 g,0.0 g,0.5 mg
172790,"Puff pastry, frozen, ready-to-bake",Baked Products,551.0 kcal,7.3 g,45.1 g,38.1 g,0.0 mg,1.5 g,8.5 g,0.0 g,0.0 mg
172791,Phyllo dough,Baked Products,299.0 kcal,7.1 g,52.6 g,6.0 g,0.0 mg,1.9 g,32.6 g,0.0 g,0.0 mg
172792,"Popovers, dry mix, enriched",Baked Products,371.0 kcal,10.4 g,71.0 g,4.3 g,0.0 mg,,11.7 g,,0.1 mg
172793,"Rolls, dinner, plain, commercially prepared (includes brown-and-serve)",Baked Products,310.0 kcal,10.86 g,52.04 g,6.47 g,4.0 mg,2.0 g,28.44 g,0.0 g,0.2 mg
172794,"Rolls, dinner, whole-wheat",Baked Products,266.0 kcal,8.7 g,51.1 g,4.7 g,0.0 mg,7.5 g,33.1 g,0.0 g,0.0 mg
172795,"Rolls, french",Baked Products,277.0 kcal,8.6 g,50.2 g,4.3 g,0.0 mg,3.2 g,34.8 g,0.0 g,0.0 mg
172796,"Rolls, hamburger or hotdog, plain",Baked Products,279.0 kcal,9.77 g,50.12 g,3.91 g,0.0 mg,1.8 g,34.34 g,0.0 g,1.3 mg
172797,"Rolls, hamburger or hotdog, mixed-grain",Baked Products,263.0 kcal,9.6 g,44.6 g,6.0 g,0.0 mg,3.8 g,38.0 g,0.0 g,0.0 mg
172798,"Sweet rolls, cinnamon, refrigerated dough with frosting",Baked Products,333.0 kcal,5.0 g,51.6 g,12.2 g,0.0 mg,,28.9 g,,0.2 mg
172799,"Sweet rolls, cinnamon, refrigerated dough with frosting, baked",Baked Products,362.0 kcal,5.4 g,56.1 g,13.2 g,0.0 mg,,22.7 g,,0.2 mg
172800,"Taco shells, baked",Baked Products,476.0 kcal,6.41 g,63.49 g,21.79 g,0.0 mg,6.7 g,6.4 g,0.0 g,0.0 mg
172801,"Toaster pastries, brown-sugar-cinnamon",Baked Products,370.0 kcal,4.06 g,72.64 g,7.98 g,,2.3 g,14.09 g,,
172802,Wonton wrappers (includes egg roll wrappers),Baked Products,291.0 kcal,9.8 g,57.9 g,1.5 g,9.0 mg,1.8 g,28.8 g,0.0 g,0.0 mg
172803,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Baked Products,53.0 kcal,0.0 g,27.7 g,0.0 g,0.0 mg,0.2 g,5.0 g,0.0 g,0.0 mg
172804,"Leavening agents, baking powder, double-acting, straight phosphate",Baked Products,51.0 kcal,0.1 g,24.1 g,0.0 g,0.0 mg,0.2 g,4.0 g,0.0 g,0.0 mg
172805,"Leavening agents, baking powder, low-sodium",Baked Products,97.0 kcal,0.1 g,46.9 g,0.4 g,0.0 mg,2.2 g,6.2 g,0.0 g,0.0 mg
172806,"Bread, crumbs, dry, grated, seasoned",Baked Products,383.0 kcal,14.13 g,68.49 g,5.48 g,1.0 mg,4.9 g,6.35 g,0.0 g,2.7 mg
172807,"Cookies, oatmeal, prepared from recipe, without raisins",Baked Products,447.0 kcal,6.8 g,66.4 g,17.9 g,36.0 mg,,6.2 g,,0.2 mg
172808,"Cookies, chocolate chip, prepared from recipe, made with butter",Baked Products,488.0 kcal,5.7 g,58.2 g,28.4 g,70.0 mg,,5.7 g,,0.2 mg
172809,"Bread, protein, (includes gluten), toasted",Baked Products,270.0 kcal,13.2 g,48.1 g,2.4 g,0.0 mg,3.3 g,34.0 g,0.0 g,0.0 mg
172810,"Rolls, dinner, plain, prepared from recipe, made with low fat (2%) milk",Baked Products,316.0 kcal,8.5 g,53.4 g,7.3 g,35.0 mg,1.9 g,29.1 g,0.0 g,0.2 mg
172811,"Pie crust, cookie-type, prepared from recipe, graham cracker, chilled",Baked Products,484.0 kcal,4.1 g,63.9 g,24.4 g,0.0 mg,1.5 g,6.1 g,0.0 g,0.0 mg
172812,"Crackers, matzo, egg and onion",Baked Products,391.0 kcal,10.0 g,77.1 g,3.9 g,45.0 mg,5.0 g,7.2 g,,0.2 mg
172813,"Pie crust, cookie-type, prepared from recipe, vanilla wafer, chilled",Baked Products,531.0 kcal,3.7 g,50.2 g,36.2 g,39.0 mg,0.1 g,8.5 g,0.0 g,0.1 mg
172814,"Pie crust, standard-type, prepared from recipe, unbaked",Baked Products,469.0 kcal,5.7 g,42.3 g,30.8 g,0.0 mg,3.4 g,19.7 g,0.0 g,0.0 mg
172815,"Bread, cornbread, dry mix, unenriched (includes corn muffin mix)",Baked Products,418.0 kcal,7.0 g,69.5 g,12.2 g,2.0 mg,6.5 g,7.8 g,,0.1 mg
172816,"Bread, pita, white, unenriched",Baked Products,275.0 kcal,9.1 g,55.7 g,1.2 g,0.0 mg,2.2 g,32.1 g,,0.0 mg
172817,"Bread, raisin, unenriched",Baked Products,274.0 kcal,7.9 g,52.3 g,4.4 g,0.0 mg,4.3 g,33.6 g,,0.1 mg
172818,"Bread, white, commercially prepared, low sodium, no salt",Baked Products,267.0 kcal,8.2 g,49.6 g,3.6 g,1.0 mg,2.3 g,36.7 g,0.0 g,0.0 mg
172819,"Cookies, butter, commercially prepared, unenriched",Baked Products,467.0 kcal,6.1 g,68.9 g,18.8 g,117.0 mg,0.8 g,4.6 g,,0.0 mg
172820,"Cookies, chocolate chip, commercially prepared, regular, higher fat, unenriched",Baked Products,481.0 kcal,5.4 g,66.8 g,22.6 g,0.0 mg,2.5 g,4.1 g,,0.0 mg
172821,"Cookies, ladyfingers, without lemon juice and rind",Baked Products,363.0 kcal,10.6 g,59.7 g,9.1 g,221.0 mg,1.0 g,19.5 g,,0.0 mg
172822,"Crackers, melba toast, plain, without salt",Baked Products,390.0 kcal,12.1 g,76.6 g,3.2 g,0.0 mg,6.3 g,5.1 g,0.0 g,0.0 mg
172823,"Crackers, whole-wheat, low salt",Baked Products,443.0 kcal,8.8 g,68.6 g,17.2 g,0.0 mg,10.5 g,2.7 g,0.0 g,0.0 mg
172824,"Danish pastry, cinnamon, unenriched",Baked Products,403.0 kcal,7.0 g,44.6 g,22.4 g,21.0 mg,1.2 g,24.3 g,,0.2 mg
172825,"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)",Baked Products,371.0 kcal,5.4 g,47.8 g,18.5 g,40.0 mg,1.9 g,27.1 g,,3.9 mg
172826,"Bread, white, commercially prepared, toasted, low sodium no salt",Baked Products,293.0 kcal,9.0 g,54.4 g,4.0 g,1.0 mg,,30.4 g,,0.0 mg
172827,"Danish pastry, lemon, unenriched",Baked Products,371.0 kcal,5.4 g,47.8 g,18.5 g,40.0 mg,1.9 g,27.1 g,,3.9 mg
172828,"English muffins, plain, unenriched, with calcium propionate (includes sourdough)",Baked Products,235.0 kcal,7.7 g,46.0 g,1.8 g,0.0 mg,2.7 g,42.1 g,,0.0 mg
173238,"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",Baked Products,235.0 kcal,7.7 g,46.0 g,1.8 g,0.0 mg,2.7 g,42.1 g,,0.1 mg
173239,"Pie, apple, commercially prepared, unenriched flour",Baked Products,237.0 kcal,1.9 g,34.0 g,11.0 g,0.0 mg,1.6 g,52.2 g,,3.2 mg
173240,"Pie, fried pies, cherry",Baked Products,316.0 kcal,3.0 g,42.6 g,16.1 g,0.0 mg,2.6 g,37.6 g,,1.3 mg
173241,"Tortillas, ready-to-bake or -fry, corn, without added salt",Baked Products,222.0 kcal,5.7 g,46.6 g,2.5 g,0.0 mg,5.2 g,44.1 g,,0.0 mg
173242,"Tortillas, ready-to-bake or -fry, flour, without added calcium",Baked Products,325.0 kcal,8.7 g,55.6 g,7.1 g,0.0 mg,3.3 g,26.8 g,0.0 g,0.0 mg
173243,"Cake, pound, commercially prepared, fat-free",Baked Products,283.0 kcal,5.4 g,61.0 g,1.2 g,0.0 mg,1.1 g,31.0 g,0.0 g,0.0 mg
173244,"Cake, yellow, light, dry mix",Baked Products,404.0 kcal,4.7 g,84.1 g,5.5 g,0.0 mg,1.3 g,3.1 g,,0.0 mg
173245,"Archway Home Style Cookies, Coconut Macaroon",Baked Products,460.0 kcal,3.02 g,61.23 g,22.55 g,0.0 mg,5.1 g,11.5 g,,0.0 mg
173246,"Archway Home Style Cookies, Date Filled Oatmeal",Baked Products,400.0 kcal,4.67 g,68.16 g,12.05 g,6.0 mg,2.1 g,13.49 g,,
173247,"Archway Home Style Cookies, Dutch Cocoa",Baked Products,431.0 kcal,4.5 g,69.44 g,14.99 g,7.0 mg,2.6 g,9.32 g,,
173248,"Archway Home Style Cookies, Frosty Lemon",Baked Products,430.0 kcal,4.41 g,64.78 g,17.11 g,0.0 mg,0.7 g,12.03 g,,0.0 mg
173249,"Archway Home Style Cookies, Iced Molasses",Baked Products,420.0 kcal,3.5 g,69.12 g,14.43 g,12.0 mg,1.0 g,10.34 g,,
173250,"Archway Home Style Cookies, Old Fashioned Molasses",Baked Products,406.0 kcal,4.27 g,70.55 g,11.83 g,25.0 mg,1.1 g,10.41 g,,0.0 mg
173251,"Archway Home Style Cookies, Old Fashioned Windmill Cookies",Baked Products,468.0 kcal,5.17 g,72.23 g,17.55 g,1.0 mg,1.8 g,3.0 g,,0.0 mg
173252,"Archway Home Style Cookies, Peanut Butter",Baked Products,480.0 kcal,9.0 g,58.48 g,24.28 g,37.0 mg,2.8 g,6.35 g,,0.0 mg
173253,"Archway Home Style Cookies, Raspberry Filled",Baked Products,400.0 kcal,4.35 g,65.92 g,13.26 g,6.0 mg,2.2 g,14.99 g,,
173254,"George Weston Bakeries, Brownberry Sage and Onion Stuffing Mix, dry",Baked Products,390.0 kcal,13.3 g,72.7 g,5.1 g,,5.4 g,4.0 g,,
173255,"Keebler, Keebler Chocolate Graham SELECTS",Baked Products,465.0 kcal,7.1 g,71.8 g,16.6 g,,,3.1 g,,
173256,"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",Baked Products,418.0 kcal,5.6 g,75.6 g,10.3 g,,1.7 g,5.7 g,,
173257,"Mckee Baking, Little Debbie Nutty Bars, Wafers with Peanut Butter, Chocolate Covered",Baked Products,548.0 kcal,8.0 g,55.2 g,32.8 g,,,3.0 g,,2.0 mg
173258,"Nabisco, Nabisco Ritz Crackers",Baked Products,492.0 kcal,7.23 g,63.51 g,23.21 g,,2.3 g,3.12 g,,
173259,"Pillsbury, Buttermilk Biscuits, Artificial Flavor, refrigerated dough",Baked Products,236.0 kcal,6.4 g,47.07 g,2.79 g,0.0 mg,1.6 g,39.89 g,,0.0 mg
173260,"Pillsbury, Chocolate Chip Cookies, refrigerated dough",Baked Products,450.0 kcal,3.82 g,60.75 g,21.26 g,6.0 mg,1.7 g,12.78 g,,0.0 mg
173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,243.0 kcal,8.59 g,46.35 g,2.88 g,0.0 mg,2.6 g,38.82 g,,0.0 mg
174075,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Baked Products,299.0 kcal,7.85 g,46.13 g,9.2 g,0.0 mg,9.7 g,35.43 g,0.0 g,0.0 mg
174076,"Bread, paratha, whole wheat, commercially prepared, frozen",Baked Products,326.0 kcal,6.36 g,45.35 g,13.2 g,1.0 mg,9.6 g,33.5 g,0.0 g,0.0 mg
174077,"Bread, naan, whole wheat, commercially prepared, refrigerated",Baked Products,286.0 kcal,10.2 g,46.21 g,6.7 g,1.0 mg,4.8 g,34.9 g,0.0 g,0.0 mg
174078,"Bread, roll, Mexican, bollilo",Baked Products,318.0 kcal,10.65 g,55.77 g,5.8 g,1.0 mg,2.2 g,26.05 g,0.0 g,0.2 mg
174079,"Cookie, butter or sugar, with chocolate icing or filling",Baked Products,503.0 kcal,4.1 g,68.83 g,23.5 g,1.0 mg,1.9 g,2.0 g,0.0 g,0.0 mg
174080,"Cookie, chocolate, with icing or coating",Baked Products,507.0 kcal,4.5 g,67.87 g,24.2 g,0.0 mg,2.3 g,2.0 g,0.0 g,0.0 mg
174081,"Tortillas, ready-to-bake or -fry, whole wheat",Baked Products,310.0 kcal,9.76 g,45.89 g,9.76 g,0.0 mg,9.8 g,30.15 g,0.0 g,0.0 mg
174082,"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",Baked Products,409.0 kcal,3.71 g,69.37 g,13.0 g,93.0 mg,14.9 g,11.31 g,0.0 g,0.0 mg
174083,"Cookies, graham crackers, plain or honey, lowfat",Baked Products,386.0 kcal,5.71 g,77.96 g,5.71 g,0.0 mg,5.7 g,8.01 g,0.0 g,0.0 mg
174084,"Crackers, cheese, whole grain",Baked Products,412.0 kcal,9.62 g,57.29 g,16.03 g,16.0 mg,6.4 g,14.26 g,0.0 g,0.0 mg
174085,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",Baked Products,257.0 kcal,7.14 g,49.16 g,3.57 g,0.0 mg,4.3 g,38.39 g,0.0 g,0.0 mg
174086,"Pancakes, plain, reduced fat",Baked Products,269.0 kcal,5.71 g,57.32 g,1.9 g,24.0 mg,1.0 g,33.34 g,0.0 g,0.0 mg
174087,"Cookies, shortbread, reduced fat",Baked Products,451.0 kcal,5.37 g,75.99 g,14.0 g,0.0 mg,1.3 g,3.6 g,0.0 g,0.0 mg
174088,"Cookies, sugar wafer, chocolate-covered",Baked Products,526.0 kcal,3.45 g,65.99 g,27.59 g,0.0 mg,3.4 g,1.73 g,0.0 g,0.0 mg
174089,"Rolls, hamburger or hot dog, wheat/cracked wheat",Baked Products,269.0 kcal,11.69 g,47.31 g,3.61 g,0.0 mg,4.2 g,35.23 g,0.0 g,1.3 mg
174090,"Rolls, hamburger or hot dog, whole wheat",Baked Products,269.0 kcal,12.38 g,44.93 g,4.38 g,0.0 mg,6.1 g,35.92 g,0.0 g,1.3 mg
174091,"Bread, french or vienna, whole wheat",Baked Products,239.0 kcal,8.33 g,49.1 g,1.04 g,0.0 mg,4.2 g,39.81 g,0.0 g,0.0 mg
174092,"Bagels, whole grain white",Baked Products,255.0 kcal,9.3 g,54.52 g,0.0 g,0.0 mg,4.7 g,34.52 g,0.0 g,0.0 mg
174093,"English muffins, whole grain white",Baked Products,245.0 kcal,7.02 g,50.17 g,1.75 g,0.0 mg,3.5 g,39.48 g,0.0 g,0.0 mg
174094,"Rolls, hamburger, whole grain white, calcium-fortified",Baked Products,255.0 kcal,9.3 g,46.5 g,3.49 g,0.0 mg,2.3 g,38.67 g,0.0 g,0.0 mg
174095,"Cookies, chocolate chip sandwich, with creme filling",Baked Products,425.0 kcal,2.94 g,63.52 g,17.65 g,0.0 mg,0.0 g,14.95 g,0.0 g,0.0 mg
174096,"Cookies, chocolate, made with rice cereal",Baked Products,440.0 kcal,3.23 g,63.26 g,19.35 g,0.0 mg,1.6 g,13.02 g,0.0 g,0.0 mg
174097,"Cookies, marshmallow, with rice cereal and chocolate chips",Baked Products,435.0 kcal,4.55 g,63.26 g,18.18 g,0.0 mg,0.0 g,12.27 g,0.0 g,0.0 mg
174098,"Crackers, flavored, fish-shaped",Baked Products,463.0 kcal,10.16 g,65.67 g,17.71 g,,3.1 g,3.42 g,,
174099,"Bread, gluten-free, white, made with potato extract, rice starch, and rice flour",Baked Products,320.0 kcal,3.13 g,52.83 g,10.7 g,,3.5 g,31.67 g,,
174100,"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",Baked Products,248.0 kcal,4.31 g,45.78 g,5.24 g,0.0 mg,4.3 g,42.99 g,0.0 g,0.0 mg
174101,"Bread, gluten-free, white, made with tapioca starch and brown rice flour",Baked Products,298.0 kcal,5.4 g,51.15 g,8.02 g,,5.5 g,33.69 g,,
174102,"Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",Baked Products,309.0 kcal,7.25 g,49.09 g,9.34 g,,4.9 g,32.36 g,,
